Time_s,Voltage_V,Current_A_norm,Temperature_C
0,33,0,27
1,32.9991664351209,0.0209424198833563,27
2,32.9983328702417,0.0418756537291998,27
3,32.9974993053626,0.0627905195293144,27
4,32.9966657404835,0.0836778433323149,27
5,32.9958321756043,0.104528463267655,27
6,32.9949986107252,0.125333233564304,27
7,32.9941650458461,0.146083028562414,27
8,32.9933314809669,0.166768746716101,27
9,32.9924979160878,0.187381314585724,27
10,32.9916643512087,0.207911690817761,27
11,32.9908307863295,0.228350870110656,27
12,32.9899972214504,0.248689887164857,27
13,32.9891636565713,0.268919820615267,27
14,32.9883300916921,0.28903179694447,27
15,32.987496526813,0.309016994374946,27
16,32.9866629619339,0.328866646738581,27
17,32.9858293970547,0.348572047321815,27
18,32.9849958321756,0.368124552684676,27
19,32.9841622672965,0.387515586452105,27
20,32.9833287024173,0.4067366430758,27
21,32.9824951375382,0.425779291565073,27
22,32.9816615726591,0.444635179184929,27
23,32.9808280077799,0.463296035119862,27
24,32.9799944429008,0.481753674101717,27
25,32.9791608780217,0.499999999999998,27
26,32.9783273131425,0.518027009373129,27
27,32.9774937482634,0.535826794978997,27
28,32.9766601833843,0.553391549243342,27
29,32.9758266185051,0.570713567684433,27
30,32.974993053626,0.587785252292474,27
31,32.9741594887469,0.604599114862374,27
32,32.9733259238677,0.621147780278308,27
33,32.9724923589886,0.63742398974869,27
34,32.9716587941095,0.653420603990104,27
35,32.9708252292303,0.669130606358856,27
36,32.9699916643512,0.684547105928689,27
37,32.9691580994721,0.699663340513363,27
38,32.9683245345929,0.714472679632804,27
39,32.9674909697138,0.728968627421413,27
40,32.9666574048347,0.743144825477392,27
41,32.9658238399555,0.756995055651756,27
42,32.9649902750764,0.770513242775789,27
43,32.9641567101973,0.783693457325837,27
44,32.9633231453181,0.796529918024195,27
45,32.962489580439,0.809016994374949,27
46,32.9616560155599,0.821149209133702,27
47,32.9608224506807,0.8329212407101,27
48,32.9599888858016,0.844327925502015,27
49,32.9591553209225,0.855364260160506,27
50,32.9583217560433,0.866025403784438,27
51,32.9574881911642,0.876306680043863,27
52,32.9566546262851,0.886203579231214,27
53,32.9558210614059,0.895711760239414,27
54,32.9549874965268,0.904827052466021,27
55,32.9541539316477,0.913545457642599,27
56,32.9533203667685,0.921863151588499,27
57,32.9524868018894,0.929776485888251,27
58,32.9516532370103,0.937281989491891,27
59,32.9508196721311,0.94437637023748,27
60,32.949986107252,0.951056516295154,27
61,32.9491525423729,0.957319497532064,27
62,32.9483189774937,0.963162566797656,27
63,32.9474854126146,0.96858316112863,27
64,32.9466518477355,0.973578902873159,27
65,32.9458182828564,0.978147600733807,27
66,32.9449847179772,0.98228725072869,27
67,32.9441511530981,0.985996037070506,27
68,32.943317588219,0.989272332962988,27
69,32.9424840233398,0.992114701314478,27
70,32.9416504584607,0.994521895368274,27
71,32.9408168935815,0.996492859249502,27
72,32.9399833287024,0.998026728428271,27
73,32.9391497638233,0.999122830098859,27
74,32.9383161989442,0.999780683474846,27
75,32.937482634065,1,27
76,32.9366490691859,0.999780683474846,27
77,32.9358155043068,0.999122830098859,27
78,32.9349819394276,0.998026728428271,27
79,32.9341483745485,0.996492859249502,27
80,32.9333148096694,0.994521895368274,27
81,32.9324812447902,0.992114701314478,27
82,32.9316476799111,0.989272332962988,27
83,32.9308141150319,0.985996037070506,27
84,32.9299805501528,0.98228725072869,27
85,32.9291469852737,0.978147600733807,27
86,32.9283134203946,0.973578902873159,27
87,32.9274798555154,0.96858316112863,27
88,32.9266462906363,0.963162566797656,27
89,32.9258127257572,0.957319497532064,27
90,32.924979160878,0.951056516295154,27
91,32.9241455959989,0.94437637023748,27
92,32.9233120311198,0.937281989491891,27
93,32.9224784662406,0.929776485888251,27
94,32.9216449013615,0.921863151588499,27
95,32.9208113364824,0.913545457642599,27
96,32.9199777716032,0.904827052466021,27
97,32.9191442067241,0.895711760239414,27
98,32.918310641845,0.886203579231214,27
99,32.9174770769658,0.876306680043863,27
100,32.9166435120867,0.866025403784438,27
101,32.9158099472076,0.855364260160506,27
102,32.9149763823284,0.844327925502015,27
103,32.9141428174493,0.8329212407101,27
104,32.9133092525702,0.821149209133702,27
105,32.912475687691,0.809016994374949,27
106,32.9116421228119,0.796529918024195,27
107,32.9108085579328,0.783693457325837,27
108,32.9099749930536,0.770513242775789,27
109,32.9091414281745,0.756995055651756,27
110,32.9083078632954,0.743144825477392,27
111,32.9074742984162,0.728968627421413,27
112,32.9066407335371,0.714472679632804,27
113,32.905807168658,0.699663340513367,27
114,32.9049736037788,0.684547105928689,27
115,32.9041400388997,0.669130606358856,27
116,32.9033064740206,0.653420603990104,27
117,32.9024729091414,0.63742398974869,27
118,32.9016393442623,0.621147780278308,27
119,32.9008057793832,0.604599114862374,27
120,32.899972214504,0.587785252292474,27
121,32.8991386496249,0.570713567684433,27
122,32.8983050847458,0.553391549243342,27
123,32.8974715198666,0.535826794978997,27
124,32.8966379549875,0.518027009373129,27
125,32.8958043901084,0.499999999999998,27
126,32.8949708252292,0.481753674101717,27
127,32.8941372603501,0.463296035119862,27
128,32.893303695471,0.444635179184929,27
129,32.8924701305918,0.425779291565073,27
130,32.8916365657127,0.4067366430758,27
131,32.8908030008336,0.3875155864521,27
132,32.8899694359544,0.368124552684676,27
133,32.8891358710753,0.348572047321815,27
134,32.8883023061962,0.328866646738581,27
135,32.887468741317,0.309016994374946,27
136,32.8866351764379,0.28903179694447,27
137,32.8858016115588,0.268919820615267,27
138,32.8849680466796,0.248689887164857,27
139,32.8841344818005,0.228350870110656,27
140,32.8833009169214,0.207911690817761,27
141,32.8824673520422,0.187381314585724,27
142,32.8816337871631,0.166768746716101,27
143,32.880800222284,0.146083028562414,27
144,32.8799666574048,0.125333233564304,27
145,32.8791330925257,0.104528463267655,27
146,32.8782995276466,0.0836778433323149,27
147,32.8774659627674,0.0627905195293144,27
148,32.8766323978883,0.0418756537291998,27
149,32.8757988330092,0.0209424198833563,27
150,32.87496526813,0,27
151,32.8741317032509,-0.0209424198833563,27
152,32.8732981383718,-0.0418756537291998,27
153,32.8724645734926,-0.0627905195293142,27
154,32.8716310086135,-0.0836778433323148,27
155,32.8707974437344,-0.104528463267655,27
156,32.8699638788552,-0.125333233564304,27
157,32.8691303139761,-0.146083028562409,27
158,32.868296749097,-0.166768746716102,27
159,32.8674631842178,-0.187381314585724,27
160,32.8666296193387,-0.207911690817757,27
161,32.8657960544596,-0.228350870110656,27
162,32.8649624895804,-0.248689887164852,27
163,32.8641289247013,-0.268919820615267,27
164,32.8632953598222,-0.28903179694447,27
165,32.862461794943,-0.309016994374946,27
166,32.8616282300639,-0.328866646738581,27
167,32.8607946651848,-0.348572047321815,27
168,32.8599611003056,-0.368124552684676,27
169,32.8591275354265,-0.387515586452105,27
170,32.8582939705474,-0.4067366430758,27
171,32.8574604056682,-0.425779291565073,27
172,32.8566268407891,-0.444635179184929,27
